iter	Logloss
331	0.2191965703
332	0.2190299771
333	0.2188190183
334	0.2186913264
335	0.2184332369
336	0.2181753372
337	0.218008163
338	0.2179164143
339	0.2177100562
340	0.2174983534
341	0.2173644486
342	0.216996764
343	0.2167761224
344	0.2166026699
345	0.216480538
346	0.2163738225
347	0.2161764447
348	0.2160038253
349	0.2158655282
350	0.215678207
351	0.2154499192
352	0.2151523817
353	0.2149509077
354	0.2147426976
355	0.2145465024
356	0.2143460315
357	0.2142043416
358	0.2140474228
359	0.213715944
360	0.2135581192
361	0.2134058546
362	0.2132148232
363	0.2131383509
364	0.212985786
365	0.212821732
366	0.2126780563
367	0.2125272664
368	0.2123064631
369	0.2122076006
370	0.2120490114
371	0.211895026
372	0.2116713046
373	0.2113737928
374	0.2111251256
375	0.2109280392
376	0.2107879172
377	0.2103272669
378	0.2101816741
379	0.2099980023
380	0.2098426726
381	0.2096993351
382	0.209550721
383	0.2093944145
384	0.2092315869
385	0.2089982345
386	0.2088650431
387	0.2085472028
388	0.2083629363
389	0.2082019064
390	0.2081047784
391	0.2079434265
392	0.2078090533
393	0.207660792
394	0.2075804012
395	0.2074880471
396	0.207270336
397	0.2071254604
398	0.2067463952
399	0.206655324
400	0.2064338813
401	0.2061818068
402	0.2060372365
403	0.2056861497
404	0.2053889643
405	0.2052358297
406	0.2050705031
407	0.2049514389
408	0.2047535759
409	0.2046277262
410	0.2045240135
411	0.2043857535
412	0.2042940584
413	0.2041607059
414	0.2040264293
415	0.2038638439
416	0.203713292
417	0.2035812997
418	0.2033183438
419	0.2030629507
420	0.20292654
421	0.2027059939
422	0.2024866217
423	0.2022672837
424	0.2020594951
425	0.2019392946
426	0.2017658699
427	0.2016824474
428	0.20151337
429	0.2012305129
430	0.2011236354
431	0.2009518205
432	0.2008710127
433	0.2007223839
434	0.2005568948
435	0.200419331
436	0.2003498884
437	0.2001782166
438	0.2000971068
439	0.2000095544
440	0.1998688377
441	0.1997246625
442	0.1996172116
443	0.1994389968
444	0.1993098655
445	0.1991442395
446	0.1989384572
447	0.1987303001
448	0.1986340117
449	0.1985176702
450	0.1984311872
451	0.1983370421
452	0.1981987411
453	0.1980560639
454	0.1979017858
455	0.1977770127
456	0.1977203189
457	0.1976225142
458	0.197544882
459	0.1974543017
460	0.1972488747
461	0.197082721
462	0.196963737
463	0.1968438307
464	0.1967031582
465	0.1966236408
466	0.1964402809
467	0.1963245103
468	0.1962424846
469	0.1961515652
470	0.1960225952
471	0.1959428778
472	0.1956342604
473	0.1955638494
474	0.195492295
475	0.1952253861
476	0.1950460956
477	0.1948808023
478	0.1946998945
479	0.1945218354
480	0.1944792407
481	0.1942339743
482	0.1940253046
483	0.1939203886
484	0.1937531964
485	0.1936862473
486	0.1935499517
487	0.193364487
488	0.1932160946
489	0.1930587121
490	0.1929658194
491	0.1928561336
492	0.1927149547
493	0.1925731345
494	0.1923297848
495	0.1922322534
496	0.1920889554
497	0.1919636391
498	0.1918232002
499	0.1916926292
500	0.1915511964
501	0.1914272642
502	0.1913276087
503	0.1912248388
504	0.1910859293
505	0.1909054192
506	0.190785613
507	0.1906517386
508	0.1905687358
509	0.1904685252
510	0.1902813409
511	0.1901355024
512	0.1900084347
513	0.1898767863
514	0.1898301375
515	0.1896646858
516	0.1895100214
517	0.1893873544
518	0.1892849402
519	0.1891665074
520	0.1891142169
521	0.1890096178
522	0.1888644311
523	0.1887883552
524	0.188607892
525	0.1885318114
526	0.1883720741
527	0.1882221992
528	0.1881099145
529	0.1880032462
530	0.1878527298
531	0.1877416657
532	0.1875847288
533	0.187427481
534	0.1872261258
535	0.1871001794
536	0.1869538068
537	0.186894601
538	0.1867073551
539	0.1865896681
540	0.1864940503
541	0.1863364349
542	0.1861784895
543	0.186042089
544	0.1858804301
545	0.1857826911
546	0.1856965042
547	0.1855791712
548	0.1854983304
549	0.1854623629
550	0.1853007712
551	0.1852152649
552	0.1850917398
553	0.1849771037
554	0.1848514199
555	0.1846691417
556	0.1845450398
557	0.1844349768
558	0.184273996
559	0.1841385122
560	0.1839935013
561	0.1839221788
562	0.1838050533
563	0.1837174118
564	0.1836144017
565	0.1834537517
566	0.1833654337
567	0.1832991442
568	0.1831899296
569	0.1830520404
570	0.1829005935
571	0.182819866
572	0.1826245904
573	0.1825141832
574	0.182363967
575	0.1822298333
576	0.1820875325
577	0.1819753909
578	0.1818364822
579	0.181700106
580	0.1815856592
581	0.1814669209
582	0.1813362774
583	0.1811891586
584	0.1810664994
585	0.1809446686
586	0.1808970455
587	0.1808033849
588	0.1807439563
589	0.1806305781
590	0.1805364703
591	0.1804534747
592	0.1803517597
593	0.180224872
594	0.1801048668
595	0.1799685969
596	0.1798308951
597	0.179700789
598	0.1796362523
599	0.1795086905
600	0.179416267
601	0.1793319597
602	0.1792077516
603	0.179163867
604	0.1790400328
605	0.1789594005
606	0.1788865254
607	0.1787454948
608	0.1786442946
609	0.1785340961
610	0.1784151264
611	0.1783222466
612	0.178243081
613	0.1781051562
614	0.1779636496
615	0.1778788348
616	0.1776858392
617	0.1775667944
618	0.1774339736
619	0.1773459901
620	0.1772462199
621	0.1771720818
622	0.1770610994
623	0.1769962942
624	0.176833393
625	0.1767160978
626	0.176612406
627	0.1765847072
628	0.176476167
629	0.176344805
630	0.1762657688
631	0.1762019205
632	0.1760359018
633	0.1758765447
634	0.1757322281
635	0.1756125388
636	0.1755291253
637	0.1754812873
638	0.1754111089
639	0.1753209178
640	0.1752472274
641	0.1751732304
642	0.1750976787
643	0.1750074708
644	0.1748956636
645	0.1747102246
646	0.1746410742
647	0.1745717786
648	0.1744572904
649	0.1743662867
650	0.1742638678
651	0.174150556
652	0.1740626706
653	0.1739161738
654	0.1737986339
655	0.1737071916
656	0.173649773
657	0.1735424679
658	0.1734478669
659	0.1734070189
660	0.1733498178
661	0.1731695093
662	0.1731037592
663	0.1730361779
664	0.172974497
665	0.172895
666	0.1728230489
667	0.1727423457
668	0.1726757964
669	0.1726295593
670	0.1725393469
671	0.1724706942
672	0.1723949298
673	0.1723239372
674	0.172230467
675	0.1721390382
676	0.171970741
677	0.1719091006
678	0.1717870002
679	0.1716533532
680	0.1715294797
681	0.1713526127
682	0.1711511066
683	0.1710930609
684	0.171029023
685	0.1709459537
686	0.1709092522
687	0.1706869133
688	0.1706176782
689	0.1705213294
690	0.1704128691
691	0.170343364
692	0.1702588282
693	0.1701469347
694	0.1700323295
695	0.1698809327
696	0.1697862959
697	0.1697214461
698	0.1696588526
699	0.1695602043
700	0.169453458
701	0.1693876401
702	0.1692940289
703	0.1692268306
704	0.1691255336
705	0.1690455546
706	0.1689720239
707	0.168917645
708	0.1688517778
709	0.1687961622
710	0.1687406547
711	0.1686350573
712	0.1685783856
713	0.1684014711
714	0.1683436796
715	0.1682675593
716	0.1682047086
717	0.1681063877
718	0.168018591
719	0.1679174476
720	0.1678302595
721	0.1677801527
722	0.1677125581
723	0.167621039
724	0.1675340569
725	0.1674539577
726	0.1673500701
727	0.1672924053
728	0.1672410082
729	0.1672092621
730	0.167087831
731	0.1669015665
732	0.1668276037
733	0.1667371049
734	0.1666573412
735	0.1665175874
736	0.1664444336
737	0.1663286403
738	0.1662689223
739	0.1661166173
740	0.1659820639
741	0.1658993099
742	0.1658395996
743	0.1657962091
744	0.1656939477
745	0.1656233013
746	0.1655045881
747	0.1653613974
748	0.1652714336
749	0.1651820223
750	0.1651215334
751	0.1650754955
752	0.1649611234
753	0.1648020323
754	0.1647347723
755	0.1646858371
756	0.1646249142
757	0.1645375161
758	0.1644467813
759	0.1643485243
760	0.1642637442
761	0.164142018
762	0.1640759015
763	0.1639963399
764	0.163910012
765	0.1638430642
766	0.1638008916
767	0.163726525
768	0.1636862845
769	0.1636376618
770	0.1635741514
771	0.1635050153
772	0.1634245402
773	0.1633521773
774	0.1632683733
775	0.1631590436
776	0.1630586832
777	0.1629785986
778	0.1628688183
779	0.1627593328
780	0.1626601393
781	0.1626061301
782	0.1625304635
783	0.1624461052
784	0.1623237452
785	0.1622674209
786	0.1621388231
787	0.1620042967
788	0.1619341914
789	0.1618356057
790	0.1617648833
791	0.1616641745
792	0.1615708563
793	0.161475606
794	0.16142651
795	0.1613327115
796	0.1612802657
797	0.1611911199
798	0.1610790989
799	0.1610200834
800	0.1609123664
801	0.1607631211
802	0.160698851
803	0.1605827021
804	0.160441661
805	0.1603505279
806	0.1602833753
807	0.1602127111
808	0.1601313249
809	0.1599925936
810	0.1598951117
811	0.1598499929
812	0.159757582
813	0.1596873711
814	0.1596101306
815	0.1595328742
816	0.1594897126
817	0.1593886133
818	0.1592999744
819	0.159173508
820	0.1590151449
821	0.1589638799
822	0.1589116404
823	0.1588489845
824	0.1587658746
825	0.1586994502
826	0.1586381006
827	0.1585220131
828	0.1584786033
829	0.1584320248
830	0.1583918167
831	0.1583402556
832	0.1582589043
833	0.1581911871
834	0.1580962028
835	0.1580347626
836	0.1579596632
837	0.1579205321
838	0.1578073596
839	0.1577320654
840	0.1576524441
841	0.1575609995
842	0.1574874701
843	0.1574260895
844	0.157294834
845	0.1572406439
846	0.1571660028
847	0.1571389584
848	0.1569901939
849	0.1569351446
850	0.1568054892
851	0.1567539109
852	0.1566788268
853	0.1566368814
854	0.1565565263
855	0.1564935289
856	0.1564231118
857	0.1563674325
858	0.1562985744
859	0.1562019348
860	0.156115825
861	0.1559960617
862	0.1559178443
863	0.1558182641
864	0.1557188369
865	0.1556491577
866	0.1555815514
867	0.1555258492
868	0.1555115533
869	0.1554543882
870	0.1554134764
871	0.1553183621
872	0.155273434
873	0.1552352945
874	0.1551707854
875	0.1550886617
876	0.1549731521
877	0.1548356832
878	0.1547616543
879	0.1546566329
880	0.1545671555
881	0.1545343217
882	0.1544250663
883	0.1543642237
884	0.1542435844
885	0.1541542534
886	0.154057862
887	0.154002411
888	0.1539626066
889	0.1539054125
890	0.1537619253
891	0.1536821325
892	0.153581069
893	0.1535182505
894	0.1534459404
895	0.1534015317
896	0.1533297164
897	0.1532722223
898	0.1532234826
899	0.153134192
900	0.1530977923
901	0.1530266931
902	0.1529651689
903	0.1528742587
904	0.1527850521
905	0.1527081482
906	0.1525945229
907	0.152550529
908	0.1524993391
909	0.1524244142
910	0.1523736183
911	0.1523374082
912	0.1523089567
913	0.1522647295
914	0.1521910119
915	0.1521298897
916	0.152031779
917	0.1519348695
918	0.1518650493
919	0.1518052078
920	0.151723288
921	0.1516629484
922	0.1515546807
923	0.1515181222
924	0.1514607791
925	0.1514251296
926	0.1513686501
927	0.1512852122
928	0.1512089671
929	0.1511426763
930	0.1511024396
931	0.1510642503
932	0.1509845571
933	0.1509497532
934	0.1508930918
935	0.1507784001
936	0.1507189019
937	0.1506410972
938	0.1505497162
939	0.1505288547
940	0.15045317
941	0.1503666716
942	0.1502906079
943	0.1502195739
944	0.1501490394
945	0.1500825721
946	0.1500145356
947	0.1499091017
948	0.1497890222
949	0.1496870135
950	0.1496489403
951	0.1495959397
952	0.149522503
953	0.1494353654
954	0.1493521361
955	0.1492210522
956	0.1491436446
957	0.1490029015
958	0.1489663941
959	0.148913771
960	0.1488678225
961	0.1487701804
962	0.1487205821
963	0.1486315384
964	0.1485997212
965	0.148547455
966	0.1484773227
967	0.1484064009
968	0.1483145658
969	0.148269582
970	0.1482154507
971	0.1481456918
972	0.1481005801
973	0.1480144771
974	0.1479497349
975	0.1478863116
976	0.1477876907
977	0.1477304228
978	0.1476517113
979	0.1475806893
980	0.1474939926
981	0.1474343643
982	0.1473059034
983	0.1472093617
984	0.1471181831
985	0.1470551541
986	0.1469726173
987	0.1469183671
988	0.1468523159
989	0.1467728774
990	0.1467409915
991	0.1466748447
992	0.1465464209
993	0.1464154596
994	0.1463838224
995	0.1463058124
996	0.1462023585
997	0.1461850385
998	0.146134236
999	0.1460862433
